Image_Name,Start_x,Start_y,End_x,End_y,Image_class,Image_Path,Car_Name,Img_H,Img_W,Resize_Img_Path,Car_Type,Model,Year
00026.jpg,0.04777070063694268,0.4172661870503597,0.9522292993630572,0.9088729016786572,134,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Hyundai Sonata Hybrid Sedan 2012/00026.jpg,Hyundai Sonata Hybrid Sedan 2012,417,628,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00026.jpg,Sedan,Hyundai,2012
00027.jpg,0.12698412698412698,0.25598086124401914,0.961904761904762,0.8038277511961722,184,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Suzuki SX4 Sedan 2012/00027.jpg,Suzuki SX4 Sedan 2012,418,630,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00027.jpg,Sedan,Suzuki,2012
00028.jpg,0.07258064516129033,0.27912621359223305,0.9435483870967742,0.9271844660194176,86,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Dodge Ram Pickup 3500 Crew Cab 2010/00028.jpg,Dodge Ram Pickup 3500 Crew Cab 2010,412,620,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00028.jpg,Van,Dodge,2010
00029.jpg,0.0175,0.11583333333333333,0.9775,0.9383333333333334,180,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Spyker C8 Coupe 2009/00029.jpg,Spyker C8 Coupe 2009,1200,1600,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00029.jpg,Coupe,Spyker,2009
00030.jpg,0.09151785714285714,0.18412162162162166,0.9754464285714286,0.8800675675675675,194,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Volvo 240 Sedan 1993/00030.jpg,Volvo 240 Sedan 1993,592,896,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00030.jpg,Sedan,Volvo,1993
00031.jpg,0.0537109375,0.4140625,0.435546875,0.734375,154,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Land Rover Range Rover SUV 2012/00031.jpg,Land Rover Range Rover SUV 2012,768,1024,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00031.jpg,SUV,Land,2012
00032.jpg,0.024,0.08266666666666668,0.9420000000000001,0.9333333333333332,139,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Hyundai Elantra Touring Hatchback 2012/00032.jpg,Hyundai Elantra Touring Hatchback 2012,375,500,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00032.jpg,Hatchback,Hyundai,2012
00033.jpg,0.033203125,0.2565104166666667,0.9873046875,0.8541666666666666,66,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Chevrolet Cobalt SS 2010/00033.jpg,Chevrolet Cobalt SS 2010,768,1024,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00033.jpg,SUV,Chevrolet,2010
00034.jpg,0.0578125,0.13125,0.959375,0.8270833333333333,133,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Hyundai Veracruz SUV 2012/00034.jpg,Hyundai Veracruz SUV 2012,480,640,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00034.jpg,SUV,Hyundai,2012
00035.jpg,0.17726550079491254,0.10661764705882353,0.8831478537360891,0.8210784313725491,154,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Land Rover Range Rover SUV 2012/00035.jpg,Land Rover Range Rover SUV 2012,816,1258,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00035.jpg,SUV,Land,2012
00036.jpg,0.23793103448275865,0.16399999999999998,0.8982758620689655,0.892,104,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Ferrari 458 Italia Coupe 2012/00036.jpg,Ferrari 458 Italia Coupe 2012,250,580,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00036.jpg,Coupe,Ferrari,2012
00037.jpg,0.0484375,0.2047058823529412,0.9625,0.8094117647058824,38,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/BMW Z4 Convertible 2012/00037.jpg,BMW Z4 Convertible 2012,425,640,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00037.jpg,Convertible,BMW,2012
00038.jpg,0.03333333333333333,0.24722222222222226,0.95625,0.9055555555555556,97,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Dodge Charger SRT-8 2009/00038.jpg,Dodge Charger SRT-8 2009,360,480,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00038.jpg,Sedan,Dodge,2009
00039.jpg,0.0828125,0.2658823529411765,0.959375,0.8235294117647058,105,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Fisker Karma Sedan 2012/00039.jpg,Fisker Karma Sedan 2012,425,640,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00039.jpg,Sedan,Fisker,2012
00040.jpg,0.2853333333333333,0.2345415778251599,0.88,0.8592750533049041,142,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Infiniti QX56 SUV 2011/00040.jpg,Infiniti QX56 SUV 2011,469,750,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00040.jpg,SUV,Infiniti,2011
00041.jpg,0.0953125,0.11458333333333333,0.884375,0.85,13,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Audi A5 Coupe 2012/00041.jpg,Audi A5 Coupe 2012,480,640,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00041.jpg,Coupe,Audi,2012
00042.jpg,0.04375,0.13495575221238934,0.971875,0.8207964601769911,191,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Volkswagen Golf Hatchback 1991/00042.jpg,Volkswagen Golf Hatchback 1991,452,640,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00042.jpg,Hatchback,Volkswagen,1991
00043.jpg,0.03691275167785235,0.09352517985611512,0.9865771812080536,0.86810551558753,119,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/GMC Savana Van 2012/00043.jpg,GMC Savana Van 2012,417,596,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00043.jpg,Van,GMC,2012
00044.jpg,0.3338391502276176,0.4396355353075171,0.8148710166919575,0.8291571753986332,38,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/BMW Z4 Convertible 2012/00044.jpg,BMW Z4 Convertible 2012,439,659,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00044.jpg,Convertible,BMW,2012
00045.jpg,0.024,0.28800000000000003,0.978,0.792,186,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Toyota Sequoia SUV 2012/00045.jpg,Toyota Sequoia SUV 2012,375,500,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00045.jpg,SUV,Toyota,2012
00046.jpg,0.035623409669211195,0.16260162601626016,0.965648854961832,0.9471544715447154,25,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Audi TT RS Coupe 2012/00046.jpg,Audi TT RS Coupe 2012,492,786,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00046.jpg,Coupe,Audi,2012
00047.jpg,0.0525,0.20666666666666667,0.68875,0.7491666666666666,194,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Volvo 240 Sedan 1993/00047.jpg,Volvo 240 Sedan 1993,1200,1600,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00047.jpg,Sedan,Volvo,1993
00048.jpg,0.17466174661746614,0.12754158964879853,0.92619926199262,0.8336414048059151,177,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Rolls-Royce Phantom Sedan 2012/00048.jpg,Rolls-Royce Phantom Sedan 2012,541,813,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00048.jpg,Sedan,Rolls-Royce,2012
00049.jpg,0.10375,0.5089034676663543,0.554375,0.8462980318650422,173,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Porsche Panamera Sedan 2012/00049.jpg,Porsche Panamera Sedan 2012,1067,1600,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00049.jpg,Sedan,Porsche,2012
00050.jpg,0.03448275862068965,0.2358722358722359,0.9724137931034482,0.8378378378378378,42,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Bentley Continental GT Coupe 2012/00050.jpg,Bentley Continental GT Coupe 2012,407,580,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00050.jpg,Coupe,Bentley,2012
00051.jpg,0.0640625,0.3770833333333333,0.9484375,0.96875,91,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Dodge Dakota Club Cab 2007/00051.jpg,Dodge Dakota Club Cab 2007,480,640,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00051.jpg,Van,Dodge,2007
00052.jpg,0.04826732673267327,0.06839622641509434,0.957920792079208,0.9316037735849056,148,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Jeep Grand Cherokee SUV 2012/00052.jpg,Jeep Grand Cherokee SUV 2012,424,808,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00052.jpg,SUV,Jeep,2012
00053.jpg,0.322,0.5093333333333333,0.85,0.8186666666666667,15,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Audi R8 Coupe 2012/00053.jpg,Audi R8 Coupe 2012,375,500,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00053.jpg,Coupe,Audi,2012
00054.jpg,0.03625,0.4683333333333333,0.955,0.9008333333333334,97,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Dodge Charger SRT-8 2009/00054.jpg,Dodge Charger SRT-8 2009,1200,1600,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00054.jpg,Sedan,Dodge,2009
00055.jpg,0.12903225806451613,0.2771362586605081,0.9387096774193548,0.9030023094688222,42,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Bentley Continental GT Coupe 2012/00055.jpg,Bentley Continental GT Coupe 2012,433,620,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00055.jpg,Coupe,Bentley,2012
00056.jpg,0.064,0.1523809523809524,0.9440000000000001,0.8476190476190476,53,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Cadillac Escalade EXT Crew Cab 2007/00056.jpg,Cadillac Escalade EXT Crew Cab 2007,315,500,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00056.jpg,Van,Cadillac,2007
00057.jpg,0.21666666666666667,0.27710843373493976,0.81,0.8815261044176707,44,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Bentley Continental Flying Spur Sedan 2007/00057.jpg,Bentley Continental Flying Spur Sedan 2007,498,1200,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00057.jpg,Sedan,Bentley,2007
00058.jpg,0.04230769230769231,0.18041237113402064,0.9846153846153848,0.8917525773195877,65,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Chevrolet Avalanche Crew Cab 2012/00058.jpg,Chevrolet Avalanche Crew Cab 2012,194,260,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00058.jpg,Van,Chevrolet,2012
00059.jpg,0.10625,0.18958333333333333,0.9484375,0.7375,90,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Dodge Dakota Crew Cab 2010/00059.jpg,Dodge Dakota Crew Cab 2010,480,640,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00059.jpg,Van,Dodge,2010
00060.jpg,0.3225,0.4,0.8625,0.8966666666666666,124,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/HUMMER H3T Crew Cab 2010/00060.jpg,HUMMER H3T Crew Cab 2010,300,400,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00060.jpg,Van,HUMMER,2010
00061.jpg,0.010752688172043013,0.13612565445026178,0.9882697947214076,0.9712041884816754,114,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Ford F-150 Regular Cab 2007/00061.jpg,Ford F-150 Regular Cab 2007,764,1023,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00061.jpg,Van,Ford,2007
00062.jpg,0.042222222222222223,0.075,0.9444444444444444,0.9464285714285714,190,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Volkswagen Golf Hatchback 2012/00062.jpg,Volkswagen Golf Hatchback 2012,280,450,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00062.jpg,Hatchback,Volkswagen,2012
00063.jpg,0.1695736434108527,0.4263565891472868,0.8992248062015504,0.8359173126614987,101,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Ferrari FF Coupe 2012/00063.jpg,Ferrari FF Coupe 2012,774,1032,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00063.jpg,Coupe,Ferrari,2012
00064.jpg,0.0947265625,0.05078125,0.9033203125,0.9114583333333334,187,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Toyota Camry Sedan 2012/00064.jpg,Toyota Camry Sedan 2012,768,1024,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00064.jpg,Sedan,Toyota,2012
00065.jpg,0.126,0.4847645429362881,0.8340000000000001,0.8864265927977839,8,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Aston Martin V8 Vantage Convertible 2012/00065.jpg,Aston Martin V8 Vantage Convertible 2012,361,500,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00065.jpg,Convertible,Aston,2012
00066.jpg,0.11583011583011585,0.20103092783505155,0.8532818532818532,0.6443298969072165,17,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Audi 100 Sedan 1994/00066.jpg,Audi 100 Sedan 1994,194,259,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00066.jpg,Sedan,Audi,1994
00067.jpg,0.2015625,0.18541666666666667,0.928125,0.9,111,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Ford Ranger SuperCab 2011/00067.jpg,Ford Ranger SuperCab 2011,480,640,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00067.jpg,Van,Ford,2011
00068.jpg,0.05,0.09817351598173517,0.934375,0.7990867579908676,122,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/GMC Canyon Extended Cab 2012/00068.jpg,GMC Canyon Extended Cab 2012,438,640,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00068.jpg,Van,GMC,2012
00069.jpg,0.1775,0.2326454033771107,0.84375,0.8348968105065666,5,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Acura TSX Sedan 2012/00069.jpg,Acura TSX Sedan 2012,533,800,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00069.jpg,Sedan,Acura,2012
00070.jpg,0.1375,0.2608333333333333,0.65875,0.8133333333333334,29,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/BMW 3 Series Sedan 2012/00070.jpg,BMW 3 Series Sedan 2012,1200,1600,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00070.jpg,Sedan,BMW,2012
00071.jpg,0.012441679626749613,0.03934426229508197,0.9937791601866252,0.980327868852459,126,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Honda Odyssey Minivan 2012/00071.jpg,Honda Odyssey Minivan 2012,305,643,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00071.jpg,Van,Honda,2012
00072.jpg,0.071875,0.31882352941176473,0.9203125,0.8811764705882353,94,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Dodge Durango SUV 2012/00072.jpg,Dodge Durango SUV 2012,850,1280,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00072.jpg,SUV,Dodge,2012
00073.jpg,0.046875,0.05,0.98125,0.9583333333333334,106,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Ford F-450 Super Duty Crew Cab 2012/00073.jpg,Ford F-450 Super Duty Crew Cab 2012,240,320,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00073.jpg,Van,Ford,2012
00074.jpg,0.04375,0.05,0.965625,0.9291666666666668,106,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Ford F-450 Super Duty Crew Cab 2012/00074.jpg,Ford F-450 Super Duty Crew Cab 2012,240,320,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00074.jpg,Van,Ford,2012
00075.jpg,0.08181818181818183,0.25874125874125875,0.9490909090909092,0.8846153846153846,188,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Toyota Corolla Sedan 2012/00075.jpg,Toyota Corolla Sedan 2012,286,550,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00075.jpg,Sedan,Toyota,2012
00076.jpg,0.04,0.1443850267379679,0.9466666666666668,0.8877005347593583,59,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Chevrolet Camaro Convertible 2012/00076.jpg,Chevrolet Camaro Convertible 2012,187,300,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00076.jpg,Convertible,Chevrolet,2012
00077.jpg,0.0070382882882882875,0.011611704598235021,0.9859234234234234,0.9368323269856016,110,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Ford Edge SUV 2012/00077.jpg,Ford Edge SUV 2012,2153,3552,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00077.jpg,SUV,Ford,2012
00078.jpg,0.05625,0.18333333333333326,0.9546875,0.86875,43,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Bentley Continental GT Coupe 2007/00078.jpg,Bentley Continental GT Coupe 2007,480,640,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00078.jpg,Coupe,Bentley,2007
00079.jpg,0.22,0.26865671641791045,0.9986666666666668,0.9061833688699359,133,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Hyundai Veracruz SUV 2012/00079.jpg,Hyundai Veracruz SUV 2012,469,750,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00079.jpg,SUV,Hyundai,2012
00080.jpg,0.06666666666666668,0.09375,0.9733333333333334,0.96875,111,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Ford Ranger SuperCab 2011/00080.jpg,Ford Ranger SuperCab 2011,224,300,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00080.jpg,Van,Ford,2011
00081.jpg,0.01818181818181818,0.1827242524916944,0.9818181818181818,0.9003322259136213,8,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Aston Martin V8 Vantage Convertible 2012/00081.jpg,Aston Martin V8 Vantage Convertible 2012,301,550,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00081.jpg,Convertible,Aston,2012
00082.jpg,0.0984375,0.23541666666666666,0.9328125,0.8604166666666667,192,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Volkswagen Beetle Hatchback 2012/00082.jpg,Volkswagen Beetle Hatchback 2012,480,640,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00082.jpg,Hatchback,Volkswagen,2012
00083.jpg,0.18333333333333326,0.21333333333333332,0.98,0.9111111111111112,18,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Audi 100 Wagon 1994/00083.jpg,Audi 100 Wagon 1994,225,300,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00083.jpg,Van,Audi,1994
00084.jpg,0.0421875,0.13958333333333334,0.96875,0.9875,116,/content/drive/My Drive/capstone/Dataset/Car Images/Train Images/Ford E-Series Wagon Van 2012/00084.jpg,Ford E-Series Wagon Van 2012,480,640,/content/drive/My Drive/capstone/Car Images/train_img_300_resized/00084.jpg,Van,Ford,2012
